"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NDRG3",0.202839553497797,-1.13053260767862,0.009,0.017,1
"ANKRD36C",0.202905270638996,-0.885765376320814,0.008,0.015,1
"CHUK",0.203450804847612,-0.874252863194823,0.008,0.015,1
"SH2D3A",0.203450804847612,-0.81016607503173,0.008,0.015,1
"CPSF3",0.20348670483839,-0.495483884716535,0.038,0.052,1
"FAM134A",0.203717192070406,-0.344649560287789,0.022,0.034,1
"LEPRE1",0.203723963816307,-1.00054601659948,0.008,0.015,1
"CHAF1A",0.203723963816307,-0.909110219539059,0.008,0.015,1
"PRRC2B",0.204046678345841,-1.01630152969863,0.017,0.027,1
"NUCB2",0.204103965941845,-0.682288900851221,0.018,0.029,1
"FAM172A",0.204118969768408,-0.709491266598758,0.021,0.032,1
"LAT",0.204271082391072,-0.594237727733029,0.008,0.015,1
"BRI3BP",0.204273795370938,-1.38914063776849,0.014,0.023,1
"MAP7D1",0.204340448717684,-0.272326998719427,0.025,0.037,1
"MAPKAPK2",0.204380337060062,-1.33706881092236,0.009,0.017,1
"SESN1",0.204545042195239,-0.815048731867197,0.008,0.015,1
"C6orf89",0.204584706343864,0.551192406071324,0.031,0.02,1
"SMPD1",0.204637959874245,-1.23585239971904,0.009,0.017,1
"ANKHD1",0.204660970377585,-0.570778204692661,0.021,0.032,1
"SLC39A4",0.2047717224638,-0.522476844285098,0.022,0.034,1
"CD27-AS1",0.204819269142295,-0.750517008880736,0.008,0.015,1
"ADAM10",0.204842703555433,0.64668596951342,0.035,0.023,1
"DDX10",0.20493300451567,-0.495014296627505,0.027,0.04,1
"PNPLA8",0.205133446434967,-0.35115606958679,0.054,0.07,1
"ZSCAN16",0.20513667869057,-0.946953093201804,0.017,0.027,1
"PDXDC1",0.20515391385912,-1.07012829332928,0.009,0.017,1
"PLEKHA1",0.20536186821086,0.724136863079366,0.043,0.03,1
"VPS11",0.205412245193169,-1.15447701175863,0.009,0.017,1
"TRAT1",0.20567081286358,-0.941813291170131,0.009,0.017,1
"DENND4A",0.20567081286358,-1.09458133962697,0.009,0.017,1
"ABTB1",0.205748102914424,-0.475408057219579,0.021,0.032,1
"ZNF775",0.20591505973668,-0.433402484862159,0.052,0.069,1
"FUCA2",0.205929616951601,-1.20026846440883,0.009,0.017,1
"SHISA5",0.206048204440994,0.471057367368601,0.082,0.065,1
"EBAG9",0.206081860570834,0.45979451702169,0.128,0.106,1
"TERF2IP",0.206296121914437,-0.296657235330488,0.171,0.2,1
"TNFRSF10A",0.206707448531231,-1.02510518943078,0.009,0.017,1
"ATP5I",0.206773159026818,-0.305546895531697,0.093,0.114,1
"PTK2",0.206837279638374,-0.850385500362847,0.009,0.017,1
"ALYREF",0.206967199098735,-0.990051639218261,0.009,0.017,1
"MINPP1",0.207022713636708,-0.555952036541127,0.008,0.015,1
"FAM127B",0.207107388968973,-0.89722883089514,0.016,0.025,1
"ST3GAL2",0.207172038204107,-1.18814438199777,0.012,0.02,1
"FLI1",0.207227186487503,-0.976337672683678,0.009,0.017,1
"TCEA2",0.207247704778952,-0.484097367537232,0.022,0.034,1
"DNAJC10",0.207800943808194,0.396897398465001,0.069,0.052,1
"C8orf76",0.207900808275529,0.63158635337784,0.051,0.037,1
"FAM200B",0.207916302331897,-0.925431781317448,0.014,0.023,1
"NFRKB",0.208008570382635,-0.925295351347376,0.009,0.017,1
"INTS8",0.208110884128433,-1.21902676849689,0.012,0.02,1
"TOP3A",0.208269505856829,-0.934746815609902,0.009,0.017,1
"HNRNPUL2",0.208341817370629,-0.947734240520862,0.01,0.018,1
"MFSD5",0.208347909886595,-1.01165486001626,0.014,0.023,1
"LEO1",0.20867229006024,-0.28958631642191,0.022,0.034,1
"YIPF1",0.208733508376065,-0.707885467844804,0.017,0.027,1
"EIF3B",0.208768745444764,-0.880095695347309,0.016,0.025,1
"NMRK1",0.208792088546277,-0.778048046912227,0.009,0.017,1
"TFCP2",0.208836596213396,-0.89478171183572,0.01,0.018,1
"TRAF2",0.208922626558672,-0.684600023322932,0.037,0.05,1
"HENMT1",0.208973155519878,1.0333163289908,0.018,0.01,1
"ZNF559",0.20905373592003,-0.802675322195699,0.009,0.017,1
"UBE2Q1",0.209185589399419,-0.853433539802795,0.016,0.025,1
"PTPN7",0.209321959208386,-0.637065614452328,0.018,0.029,1
"HSD17B8",0.209577743120526,-0.633028748017197,0.009,0.017,1
"COQ5",0.209661952865513,-0.302644661615654,0.038,0.052,1
"KNSTRN",0.209840103104711,-0.586405088016124,0.009,0.017,1
"GALK2",0.209840103104711,-0.707073290515225,0.009,0.017,1
"PNPLA6",0.210077267043466,-0.926048728788048,0.01,0.018,1
"MAP7D3",0.210103931161315,-0.286641994817271,0.022,0.034,1
"S100PBP",0.210144538515387,-0.685871794444358,0.017,0.027,1
"BTN3A1",0.210159621140331,0.747514270468139,0.025,0.015,1
"CAV1",0.21023033624291,-0.778727861761236,0.016,0.025,1
"RBM34",0.210326040095841,-0.799881363101453,0.01,0.018,1
"CEP19",0.210346686386361,-0.646020994762107,0.017,0.027,1
"TESPA1",0.21036527419574,0.78970715753964,0.025,0.015,1
"NUP133",0.210547428237769,0.932387251041931,0.018,0.01,1
"YTHDC2",0.210575026265288,-0.775993374132188,0.01,0.018,1
"DMD",0.210628609533967,-0.472740251532404,0.009,0.017,1
"RFWD2",0.210642644076098,-0.354830857514083,0.022,0.034,1
"PTP4A2",0.210698146296363,-0.450920686615289,0.078,0.097,1
"CYTH2",0.21079915305145,-0.543384780552253,0.038,0.052,1
"ICMT",0.210824225617932,-0.717650923994133,0.01,0.018,1
"RAB3GAP2",0.210824225617932,-0.907931791334908,0.01,0.018,1
"UQCC1",0.21082722940069,-1.0565057974418,0.012,0.02,1
"SPTBN1",0.21085264124597,-0.595243903984393,0.017,0.027,1
"NDE1",0.210941676636765,-0.803582508137964,0.013,0.022,1
"DCPS",0.21106285788767,-0.465248951991018,0.064,0.081,1
"SIT1",0.211168783637955,-1.02805702856662,0.013,0.022,1
"GTF2A1",0.21127689687343,0.700965671622598,0.018,0.01,1
"ABI2",0.211278854125707,-0.684252197934317,0.016,0.025,1
"ZCCHC11",0.211306575065189,-0.32559526886192,0.095,0.116,1
"AP2A2",0.211323264136588,-0.773675798043007,0.01,0.018,1
"AC016831.7",0.211387348250198,-0.846221785028046,0.014,0.023,1
"LINC00938",0.211396067397617,-0.806115705958689,0.013,0.022,1
"TET2",0.211520458703422,0.867267269993979,0.018,0.01,1
"ENTHD2",0.211683282796128,-0.335779565915322,0.009,0.017,1
"TFPT",0.21182416880767,-0.693785596284016,0.014,0.023,1
"WRAP53",0.211947531840452,-0.475511878470546,0.009,0.017,1
"CLCN7",0.211947546513882,-0.519689369839595,0.009,0.017,1
"SH3YL1",0.211968867067885,-0.53304651356588,0.017,0.027,1
"PIAS2",0.212016219665762,-0.826596606217032,0.012,0.02,1
"TRIM52-AS1",0.212211989834207,-0.35659127032531,0.009,0.017,1
"NFKBIE",0.212220951219178,0.468204569211129,0.131,0.111,1
"PDXK",0.212467791557264,-0.515243002156536,0.037,0.05,1
"SEH1L",0.212566760043861,-0.481111503281668,0.035,0.049,1
"CD7",0.212612540419159,-0.963796749586308,0.012,0.02,1
"RAP1GDS1",0.212681397967128,-0.608598300377272,0.017,0.027,1
"PGD",0.212816865579384,-0.585845731197516,0.047,0.062,1
"ING2",0.212964338737674,-0.707071568306756,0.016,0.025,1
"KLHL28",0.213090458865857,-0.779652977128624,0.012,0.02,1
"SMARCA4",0.213138513524183,-0.720038393662096,0.014,0.023,1
"PPP6R2",0.213327958665039,-0.446086322420067,0.01,0.018,1
"KDM1A",0.213329708701446,-0.764560395928602,0.012,0.02,1
"TLE3",0.213453693096672,-0.731762969610217,0.01,0.018,1
"ANGEL2",0.213600068463138,-0.774428946710533,0.017,0.027,1
"CRYZL1",0.213659886839248,-0.492351893184837,0.055,0.072,1
"MANEA",0.213721653396851,0.626516660512577,0.018,0.01,1
"TMEM222",0.213837298071495,1.09160798696363,0.037,0.025,1
"TM9SF2",0.213900105749927,0.361183553059176,0.104,0.086,1
"GARS",0.213921521406276,0.341279511023184,0.144,0.122,1
"FAM114A2",0.214022684187782,-0.658749731409017,0.016,0.025,1
"WBSCR16",0.214048609381011,-0.682768297997386,0.012,0.02,1
"QTRTD1",0.21423749186797,-0.346452578183321,0.038,0.052,1
"ITGB2",0.214288646756165,-0.714788426344015,0.012,0.02,1
"FBRS",0.214335437478788,-0.60734516953185,0.01,0.018,1
"TFAM",0.214397386537458,0.354366410753883,0.085,0.067,1
"ATF2",0.21443735980498,-0.35145349825299,0.018,0.029,1
"PREP",0.214679344176606,-0.619313579932438,0.014,0.023,1
"MBOAT7",0.214679344176606,-0.632279888825106,0.014,0.023,1
"SERPINB8",0.214740333506272,-0.462483170695911,0.02,0.03,1
"S100A10",0.214746370660978,-0.295294460857473,0.172,0.196,1
"RP11-367G6.3",0.214840461576142,-0.269965506072954,0.01,0.018,1
"NFE2L1",0.214840461576142,-0.551719481808896,0.01,0.018,1
"DDX23",0.214900116695157,-0.644611728200329,0.014,0.023,1
"VEZT",0.214900116695157,-0.670908814043988,0.014,0.023,1
"C17orf49",0.215240308357842,-0.480718215231422,0.017,0.027,1
"RP11-773D16.1",0.215250689403928,-0.680878923256423,0.012,0.02,1
"GLUD1",0.215372378176489,0.545711689426718,0.069,0.054,1
"BABAM1",0.215401955155969,-0.30535892424795,0.081,0.101,1
"PPP2R4",0.215748108194123,-0.756323271145333,0.013,0.022,1
"PDLIM5",0.215784843104129,-0.600473699168086,0.014,0.023,1
"MDM4",0.215898740817416,0.800803137683012,0.029,0.018,1
"PLAGL1",0.215939327609773,0.479115140642664,0.018,0.01,1
"PATL1",0.215978937388112,-0.59541649768148,0.013,0.022,1
"ASAH1",0.216110316810258,-0.510945406201046,0.086,0.106,1
"SGTB",0.216360678742256,-0.460798596735255,0.01,0.018,1
"C10orf118",0.21636754833927,-0.45885917532179,0.035,0.049,1
"NME3",0.216517589491961,-0.477997282375664,0.035,0.049,1
"OPA1",0.216578170032432,-0.341651297248921,0.016,0.025,1
"GGCX",0.216602729293463,0.413048173974668,0.025,0.015,1
"RBM15",0.21667249182333,-0.491127535010162,0.013,0.022,1
"C12orf66",0.216788228917871,-0.6270647566496,0.013,0.022,1
"DGAT2",0.216889604278462,-0.420417114467618,0.017,0.027,1
"DNMT1",0.216921095391181,0.380095182373078,0.043,0.03,1
"MTR",0.217184102498735,-0.466283799766633,0.012,0.02,1
"FTSJ2",0.2176271700448,-0.472572707296368,0.052,0.069,1
"NUDCD3",0.218034191382989,0.892936638878935,0.029,0.018,1
"TRMT2B",0.218144033585618,-0.357559711151127,0.01,0.018,1
"KDELR1",0.21815379867222,-0.28902940810537,0.038,0.052,1
"NRBP1",0.218168946637593,0.266616867356163,0.104,0.084,1
"CHMP7",0.218229072009897,-0.351847961164358,0.02,0.03,1
"CCDC97",0.218814464869277,0.800185767339804,0.029,0.018,1
"DIDO1",0.218902026705552,-0.504995580633787,0.014,0.023,1
"CCDC112",0.218995911799299,-0.520593884166239,0.013,0.022,1
"CGGBP1",0.219811229207531,0.374867636384646,0.158,0.138,1
"TCEAL1",0.219930271987917,-0.491287461533395,0.013,0.022,1
"ZNF394",0.220662148899995,-0.321821068881087,0.05,0.065,1
"TAF15",0.221389402614618,-0.267330171028629,0.125,0.149,1
"SLIRP",0.222154689549486,-0.384890657662805,0.123,0.144,1
"ASCC1",0.222963713832843,-0.309162065281844,0.035,0.049,1
"POR",0.223622742121215,0.796067231538127,0.037,0.025,1
"UBE2V2",0.223836210937175,0.360581196711633,0.159,0.139,1
"FAM32A",0.224641894761975,0.288437780640783,0.089,0.07,1
"RDX",0.225338300508311,0.42419866127184,0.056,0.042,1
"NADK",0.226045585435795,0.725731420464832,0.033,0.022,1
"MEF2BNB",0.226095391188654,0.599128324804333,0.044,0.032,1
"RNF6",0.226146908866501,-0.272717905883446,0.034,0.047,1
"RBMS1",0.226345222313708,0.775738304767018,0.04,0.029,1
"FLII",0.226595584596997,-0.717822031856848,0.03,0.042,1
"C8orf59",0.226739383599666,-0.414059752599626,0.065,0.082,1
"CCT4",0.226778319348371,0.279755073514197,0.386,0.381,1
"BET1L",0.226851119831507,1.12780832372867,0.016,0.008,1
"CD2BP2",0.227203906009433,0.380425146787416,0.163,0.144,1
"CETN2",0.228207725680488,-0.456539957969412,0.056,0.072,1
"SMIM12",0.228333289210663,-0.260108647484234,0.127,0.149,1
"FDX1",0.228865023604033,0.384346742354796,0.116,0.097,1
"SAYSD1",0.228941544645972,0.429840405590868,0.074,0.059,1
"BRE",0.229111139738537,0.661018479874202,0.061,0.047,1
"YIPF6",0.229447638440308,0.551938828532553,0.052,0.039,1
"NDUFB3",0.229666904978914,-0.250642047825227,0.159,0.185,1
"RAB11A",0.229675385411767,0.252423651657356,0.142,0.121,1
"HDAC3",0.229766965663046,-0.274923504681189,0.059,0.076,1
"C20orf24",0.230200160694096,-0.261012047532147,0.172,0.198,1
"CD274",0.230298576688233,0.745656646520247,0.022,0.013,1
"VMA21",0.230330439135425,0.409927999389259,0.073,0.057,1
"SPOP",0.230408566534453,0.49276584850865,0.097,0.079,1
"AC147651.4",0.230480435208543,0.920884648013388,0.016,0.008,1
"HERC4",0.231051360567585,-0.604161298914104,0.03,0.042,1
"PPP3CC",0.231449916298797,0.394107613592388,0.056,0.042,1
"ZCCHC8",0.231461015595678,0.739961127030775,0.022,0.013,1
"KTI12",0.231578943092911,-0.416367865687564,0.033,0.045,1
"TAB2",0.231887258278948,0.771481579273181,0.016,0.008,1
"PCNA",0.232234600327316,-0.460843562790084,0.054,0.069,1
"FADD",0.232235168452819,-0.335339314715975,0.047,0.062,1
"IRF3",0.232404084120354,-0.283909186015748,0.055,0.07,1
"ZNF672",0.232825515777014,0.567932907039735,0.037,0.025,1
"TUBB2A",0.232861435573394,0.79075504398377,0.022,0.013,1
"N6AMT1",0.233017098207752,0.726295474646688,0.016,0.008,1
"NUPL1",0.233217800343117,0.429371722496974,0.033,0.022,1
"NCF1",0.233768596267485,0.340244185945149,0.06,0.045,1
"AP1M1",0.233771596548229,0.488401927848188,0.04,0.029,1
"SMC1A",0.23394327835697,0.93017961618188,0.059,0.045,1
"CCDC101",0.234083122065575,-0.399194891837166,0.054,0.069,1
"AK3",0.234267855487196,0.433214365634603,0.022,0.013,1
"CDK8",0.234737996755803,0.418631668279343,0.022,0.013,1
"C12orf75",0.234761358575283,-0.323802974965893,0.031,0.044,1
"VWA9",0.235122058492627,0.528986671595103,0.044,0.032,1
"USP45",0.235288479010799,0.279966639451462,0.016,0.008,1
"KIAA1551",0.235340593304841,0.360699326654132,0.093,0.076,1
"ADA",0.235606477167911,-0.790267112441213,0.089,0.106,1
"SNRPD3",0.235654669428815,-0.279360726184955,0.171,0.198,1
"CBFB",0.235954210547196,-0.506990312320285,0.042,0.055,1
"ZDHHC24",0.236170353724951,0.546637978196548,0.04,0.029,1
"TRMT6",0.236655068467013,0.374416072075333,0.077,0.06,1
"DTNBP1",0.237289269787164,0.265338522109206,0.137,0.117,1
"CLP1",0.23746253417184,0.539734086429437,0.04,0.029,1
"VKORC1",0.237580118135791,-0.304387952510868,0.091,0.111,1
"METTL18",0.23761315557192,-0.30771578089088,0.034,0.047,1
"PAK1IP1",0.237911480064704,-0.316615039941519,0.084,0.102,1
"TXNRD1",0.238185504318713,0.707391628427888,0.068,0.054,1
"MTMR6",0.240129858849523,-0.42296637092522,0.061,0.077,1
"CASP3",0.240524207110696,0.835749284095994,0.046,0.034,1
"BAZ1B",0.240671258195271,-0.406115776917789,0.03,0.042,1
"APBA3",0.241194456322174,-0.4754711663594,0.03,0.042,1
"TSPO",0.241617365435593,-0.274294599887422,0.085,0.104,1
"MKNK2",0.241631084135554,-0.401054967473629,0.031,0.044,1
"RPS6KA5",0.244088422038351,0.678497509894094,0.026,0.017,1
"C6orf47",0.244210980637758,-0.321398305099594,0.031,0.044,1
"PIK3R1",0.244279882129884,-0.626153541990105,0.026,0.037,1
"PPP1R2",0.244372237526127,-0.331062159820087,0.18,0.205,1
"XIAP",0.245073396872205,0.308452599436277,0.044,0.032,1
"ADK",0.24521953774524,0.37015755542605,0.078,0.062,1
"ORAOV1",0.24566991178197,1.57223659291735,0.013,0.007,1
"GORASP2",0.246060363966872,-0.260761602519669,0.082,0.101,1
"TIMM17A",0.246234583122787,0.333534703144053,0.155,0.136,1
"POLL",0.246317073770904,1.32208166109028,0.013,0.007,1
"IVNS1ABP",0.246819232677982,0.251194678637155,0.069,0.054,1
"GOSR1",0.247175762279655,0.509522300100753,0.085,0.069,1
"C1orf174",0.247235066485884,-0.380498599810669,0.043,0.057,1
"ESYT2",0.247290055448194,1.37465942687568,0.013,0.007,1
"SLC15A4",0.247290055448194,1.23728133856938,0.013,0.007,1
"PET100",0.24764383293467,-0.378786879333811,0.039,0.052,1
"KIAA1191",0.247644809097995,0.364831186426449,0.026,0.017,1
"C11orf57",0.247925834705385,0.695897789000624,0.03,0.02,1
"ZNF780A",0.249244084994014,1.03578276931014,0.013,0.007,1
"ASCC2",0.249248075469538,-0.419006242254382,0.04,0.054,1
"ERCC1",0.249801162197356,-0.368837650836592,0.054,0.069,1
"POC5",0.249897820171044,1.10135873723413,0.013,0.007,1
"SIPA1L1",0.25018842392912,-0.26974387096073,0.055,0.07,1
"THADA",0.250880667288349,0.629320248499528,0.013,0.007,1
"GTF2H2C",0.250880667288349,0.772551967241786,0.013,0.007,1
"PAQR8",0.251208881754136,0.263390434912087,0.013,0.007,1
"OXSM",0.251259630920255,1.02099499950758,0.02,0.012,1
"PAFAH1B1",0.251361975063666,-0.293608833314473,0.108,0.129,1
"HOTAIRM1",0.251537395709931,0.770522151674252,0.013,0.007,1
"TUBGCP2",0.251587010816871,-0.609919041775079,0.026,0.037,1
"SLC7A7",0.251866209221252,0.655211477554325,0.013,0.007,1
"ZNF44",0.251866209221252,0.580864771394804,0.013,0.007,1
"RWDD1",0.252009342260909,0.376844253893038,0.197,0.176,1
"BNIP3",0.252195322353303,0.600463551931913,0.013,0.007,1
"METTL15",0.252195322353303,0.704414210614048,0.013,0.007,1
"CRNDE",0.252195322353303,0.377154791598095,0.013,0.007,1
"DNAJC2",0.253367858174951,-0.252784057692377,0.114,0.134,1
"RP11-792A8.4",0.253632193385211,0.58893858837913,0.02,0.012,1
"FOXN2",0.253845384584163,0.431890476794294,0.013,0.007,1
"MZB1",0.254188657228754,0.876596023112326,0.034,0.023,1
"TMEM101",0.254299985304183,-0.452498486966067,0.04,0.054,1
"LARP1B",0.254691656584259,0.783778635050818,0.02,0.012,1
"APTX",0.254764840624654,-0.517345580587553,0.026,0.037,1
"NEK8",0.254782395688154,-0.486968396590601,0.025,0.035,1
"CBWD5",0.254932422113598,0.350823470793172,0.074,0.059,1
"TOM1",0.254956990832915,0.739283882321044,0.02,0.012,1
"BOD1L1",0.254958330019553,-0.561472779977964,0.026,0.037,1
"SMARCC2",0.254958330019553,-0.397692135754399,0.026,0.037,1
"THRAP3",0.255007641292847,0.286232916182976,0.255,0.233,1
"HN1",0.255009489517116,-0.270769518767507,0.111,0.133,1
"INO80E",0.255156147969988,-0.97793332434672,0.022,0.032,1
"RHOC",0.255377117848752,-0.62279839201998,0.025,0.035,1
"ALDH16A1",0.255476337446607,-0.637428154808592,0.025,0.035,1
"RCL1",0.25549024369953,0.61754121760795,0.038,0.027,1
"MRPL55",0.255529881002623,-0.379729917099163,0.085,0.102,1
"RASSF1",0.255679054410317,-0.270051377843882,0.042,0.055,1
"TXNDC11",0.255893983570948,0.332900720995795,0.03,0.02,1
"CD27",0.256167961118192,-0.505341744491228,0.063,0.077,1
"CCDC93",0.256286616350962,0.636541475461225,0.02,0.012,1
"PIGX",0.256930053942219,-0.450678265049976,0.047,0.06,1
"MARCKS",0.256955523522338,0.411315323587384,0.03,0.02,1
"SRD5A1",0.257167058219184,0.667565685100776,0.034,0.023,1
"USP6NL",0.257220194810765,0.625573607690534,0.02,0.012,1
"PPID",0.257412497668447,-0.342513128528041,0.108,0.128,1
"TROVE2",0.25754554620242,0.277921660621713,0.093,0.076,1
"CTCF",0.257665803484011,-0.459551122763176,0.025,0.035,1
"EEFSEC",0.257888500115888,0.612276224370616,0.02,0.012,1
"TNFAIP3",0.257970493785937,-0.327451522232073,0.026,0.037,1
"CDC27",0.25816521270434,-0.475903587613504,0.025,0.035,1
"RBL2",0.258456397546359,-0.797144482924691,0.023,0.034,1
"RBM6",0.25863937431683,-0.422217582806574,0.064,0.079,1
"MTHFD1L",0.259052540771796,0.715242548950202,0.06,0.047,1
"FAM46C",0.259706692582451,-0.470003256268478,0.05,0.064,1
"TDP1",0.259730769798804,-0.309837317806323,0.026,0.037,1
"MICAL1",0.260515778030089,-0.365786491540677,0.026,0.037,1
"CD22",0.260834241531671,-0.906004349230543,0.022,0.032,1
"METTL16",0.260969752206041,1.10585542354429,0.023,0.015,1
"REV1",0.261235551409198,-0.562087593064276,0.023,0.034,1
"STK38L",0.261770303113154,0.385595360527396,0.059,0.045,1
"NT5DC1",0.261972954643759,-0.4987210394474,0.037,0.049,1
"COASY",0.262154748769512,0.432135547534409,0.05,0.037,1
"KCTD6",0.262746215433042,-0.662069778173455,0.022,0.032,1
"PDE7A",0.263171798131818,0.887482765274308,0.023,0.015,1
"C19orf52",0.263611929706746,-0.561548678874145,0.035,0.047,1
"CEP135",0.264035313225562,-0.453686603343314,0.023,0.034,1
"UQCRC1",0.265009997909988,-0.305323903090203,0.128,0.148,1
"CERS5",0.265359752493344,-0.344003301873426,0.026,0.037,1
"CSNK1D",0.265621040671792,0.292855235325808,0.127,0.107,1
"COPG1",0.265704157744041,-0.39355955225935,0.023,0.034,1
"ITPA",0.265766087837818,-0.307715296806787,0.084,0.101,1
"GNG5P2",0.266099902357004,1.55595561294359,0.01,0.005,1
"CPQ",0.266099902357004,1.36203810372287,0.01,0.005,1
"PIGQ",0.266099902357004,1.48539532147001,0.01,0.005,1
"ANKLE2",0.266288228706459,-0.55380381212791,0.055,0.069,1
"PACSIN2",0.266523924101177,0.374760873803256,0.038,0.027,1
"LY86",0.266574246585169,0.396356644526907,0.107,0.091,1
"GALNT2",0.266708293523969,0.511875638813687,0.087,0.072,1
"NONO",0.266797469509815,-0.32456205191243,0.074,0.091,1
"GUCD1",0.266820210141292,1.00266695109218,0.027,0.018,1
"POU2F1",0.266870877276647,1.58653347873128,0.01,0.005,1
"RP11-354P11.3",0.266870877276647,1.14984137544789,0.01,0.005,1
"KIAA0226",0.267118128285046,0.693411788563819,0.023,0.015,1
"CEP164",0.267256940359831,1.19749540042373,0.01,0.005,1
"SSSCA1",0.267339550386868,0.441341560002162,0.114,0.097,1
"AMMECR1",0.267643387287829,1.13576453064407,0.01,0.005,1
"CES2",0.267643387287829,1.04081878142935,0.01,0.005,1
"COA1",0.267986115452961,-0.349755535286006,0.047,0.06,1
"MXD1",0.268030218131893,1.11971674702757,0.01,0.005,1
"SLC9A8",0.268030218131893,1.24278266517718,0.01,0.005,1
"PAK4",0.268030218131893,1.0310742947639,0.01,0.005,1
"TMEM68",0.268107943006655,-0.523921456503057,0.022,0.032,1
"DDB1",0.26823799865488,-0.608995445763348,0.055,0.069,1
"PPP1R35",0.268323964563063,-0.548565001527708,0.022,0.032,1
"MSANTD4",0.268417432962726,1.18191188369815,0.01,0.005,1
"ZDHHC7",0.268417432962726,1.41253471188599,0.01,0.005,1
"ESCO1",0.268512792872805,-0.404287189017452,0.035,0.047,1
"PRKCE",0.268805031850487,1.08943818639531,0.01,0.005,1
"TAF5",0.268805031850487,1.15042430917044,0.01,0.005,1
"ROGDI",0.268805031850487,0.995222895109411,0.01,0.005,1
